영화제목,유통회사명,개봉년도,개봉월,총스크린수,관람객수,장르,등급,네이버_평점,씨네21_평점,평균평점,장르2,등급_le,관람객수_le,계절_le,계절,관객수_등급,장르_le
코끼리와 나비,(주)스튜디오 보난자,2021,9,27.0,52.0,드라마,전체관람가,8.92,6.5,7.71,2,2,52,2,3,1,2
미켈란젤로,(주)퍼스트런,2021,9,20.0,49.0,드라마,12세이상관람가,8.33,6.0,7.165,2,0,49,2,3,1,2
도굴: 귀취전설,(유)조이앤시네마,2021,11,5.0,48.0,액션,12세이상관람가,0.0,5.090909090909091,2.5454545454545454,1,0,48,2,3,1,1
킬링 오브 투 러버스,(주)영화특별시에스엠씨,2021,10,49.0,48.0,멜로/로맨스,12세이상관람가,7.55,6.67,7.109999999999999,3,0,48,2,3,1,3
흑협: 무림영웅단,(유)조이앤시네마,2021,11,5.0,46.0,액션,15세이상관람가,0.0,5.090909090909091,2.5454545454545454,1,1,46,2,3,1,1
그린 나이트,(주)팝엔터테인먼트,2021,8,235.0,45.0,어드벤처,15세이상관람가,7.04,8.5,7.77,15,1,45,1,2,1,15
보조바퀴,주식회사 필름초이스,2021,11,1.0,42.0,드라마,전체관람가,8.23,6.0,7.115,2,2,42,2,3,1,2
주신: 제갈정운,(유)조이앤시네마,2021,11,5.0,38.0,판타지,15세이상관람가,0.0,5.864,2.932,10,1,38,2,3,1,10
다함께 여름!,M&M 인터내셔널,2021,10,27.0,37.0,코미디,12세이상관람가,7.71,7.0,7.355,6,0,37,2,3,1,6
당신은 학생인가,주식회사 씨엠닉스,2021,11,1.0,37.0,다큐멘터리,전체관람가,8.3,6.160491803278689,7.2302459016393446,8,2,37,2,3,1,8
신용문 무림,(유)조이앤시네마,2021,10,5.0,36.0,액션,15세이상관람가,0.0,6.83,3.415,1,1,36,2,3,1,1
작은 방안의 소녀,(주)콘텐츠윙,2021,11,1.0,30.0,가족,15세이상관람가,8.76,6.375,7.5675,11,1,30,2,3,1,11
기문마계,(유)조이앤시네마,2021,10,5.0,20.0,판타지,15세이상관람가,0.0,6.22,3.11,10,1,20,2,3,1,10
남의 나라,주식회사 플릭스코,2021,11,1.0,20.0,코미디,15세이상관람가,5.83,5.773846153846154,5.801923076923077,6,1,20,2,3,1,6
바바리안,(주)누리픽쳐스,2021,10,50.0,20.0,드라마,15세이상관람가,7.553577235772358,7.17,7.361788617886178,2,1,20,2,3,1,2
케이지드,(주)엘케이픽쳐스,2021,11,1.0,20.0,스릴러,15세이상관람가,6.854117647058823,5.5,6.1770588235294115,7,1,20,2,3,1,7
블랙 위도우,월트디즈니컴퍼니코리아 유한책임회사,2021,7,63.0,17.0,액션,12세이상관람가,9.0,6.5,7.75,1,0,17,1,2,1,1
피치 오브 타임 극장판,"한양제작소,(주)리틀빅픽쳐스",2021,10,5.0,17.0,멜로/로맨스,12세이상관람가,7.52,3.0,5.26,3,0,17,2,3,1,3
도신-지존천하,(유)조이앤시네마,2021,10,5.0,16.0,기타,15세이상관람가,0.0,5.67,2.835,16,1,16,2,3,1,16
아-하: 테이크 온 미,주식회사 컨텐츠썬,2021,9,53.0,15.0,다큐멘터리,12세이상관람가,7.63,6.0,6.8149999999999995,8,0,14,2,3,1,8
무림신검,(유)조이앤시네마,2021,10,5.0,14.0,액션,12세이상관람가,10.0,6.83,8.415,1,0,13,2,3,1,1
종착역,필름다빈,2021,9,49.0,13.0,드라마,전체관람가,7.533771929824562,5.8,6.6668859649122805,2,2,12,2,3,1,2
양방언과 국립국악관현악단-인투 더 라이트,(주)케빈앤컴퍼니,2021,10,12.0,12.0,공연,전체관람가,8.958124999999999,6.29,7.624062499999999,14,2,11,2,3,1,14
실: 인연의 시작,(주)디스테이션,2021,10,74.0,11.0,드라마,12세이상관람가,7.33,5.33,6.33,2,0,10,2,3,1,2
디스 아메리카노,주식회사 씨엠닉스,2021,9,1.0,10.0,드라마,15세이상관람가,8.62,4.0,6.31,2,1,9,2,3,1,2
바쿠라우,(주)영화사 진진,2021,9,25.0,10.0,미스터리,청소년관람불가,8.35,8.0,8.175,9,3,9,2,3,1,9
영화의 거리,영화배급협동조합 씨네소파,2021,9,26.0,10.0,멜로/로맨스,12세이상관람가,8.17,4.5,6.335,3,0,9,2,3,1,3
클리너:살인마의 집,(주)영진크리에이티브,2021,10,5.0,10.0,스릴러,청소년관람불가,2.0,5.794615384615384,3.897307692307692,7,3,9,2,3,1,7
그대 너머에,농부영화사,2021,9,12.0,9.0,멜로/로맨스,전체관람가,8.62,6.67,7.645,3,2,8,2,3,1,3
토베 얀손,(주)영화사 진진,2021,9,38.0,9.0,드라마,15세이상관람가,8.0,6.0,7.0,2,1,8,2,3,1,2
아임 유어 맨,(주)라이크콘텐츠,2021,9,38.0,6.0,코미디,15세이상관람가,8.21,6.5,7.355,6,1,5,2,3,1,6
남색대문,오드,2021,8,79.0,5.0,드라마,12세이상관람가,8.54,5.67,7.1049999999999995,2,0,4,1,2,1,2
인트로덕션,"(주)영화제작전원사 ,(주)콘텐츠판다",2021,5,91.0,5.0,기타,12세이상관람가,8.09,8.0,8.045,16,0,4,0,1,1,16
슈퍼문,예지림엔터테인먼트,2021,9,200.0,4.0,애니메이션,전체관람가,7.41,5.0,6.205,0,2,3,2,3,1,0
사대명포: 제국의 비밀,초코필름,2021,11,1.0,3.0,액션,15세이상관람가,0.0,5.090909090909091,2.5454545454545454,1,1,2,2,3,1,1
어쌔신 더 엑스,(주)디에이치미디어,2021,11,3.0,3.0,액션,15세이상관람가,0.0,5.090909090909091,2.5454545454545454,1,1,2,2,3,1,1
샤먼 로드,강 컨텐츠,2021,7,5.0,1.0,다큐멘터리,12세이상관람가,8.86,6.342105263157895,7.601052631578947,8,0,0,1,2,1,8
스파이더맨: 노 웨이 홈,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2021,12,63.0,36497.5859375,액션,12세이상관람가,9.09,7.0,8.045,1,0,1806,3,4,3,1
킹스맨: 퍼스트 에이전트,월트디즈니컴퍼니코리아 유한책임회사,2021,12,63.0,36497.5859375,액션,청소년관람불가,7.49,6.5,6.995,1,3,1806,3,4,3,1
유체이탈자,"주식회사 에이비오엔터테인먼트,메가박스중앙(주)플러스엠",2021,11,63.0,535785.5,판타지,15세이상관람가,7.48,5.33,6.405,10,1,2038,2,3,3,10
연애 빠진 로맨스,(주)씨제이이엔엠,2021,11,967.0,17480.279296875,멜로/로맨스,15세이상관람가,7.95,6.67,7.3100000000000005,3,1,1685,2,3,3,3
엔칸토: 마법의 세계,월트디즈니컴퍼니코리아 유한책임회사,2021,11,63.0,27396.021484375,애니메이션,전체관람가,7.81,6.5,7.154999999999999,0,2,1768,2,3,3,0
매트릭스: 리저렉션,워너브러더스 코리아(주),2021,12,970.0,36497.5859375,액션,15세이상관람가,6.09,6.75,6.42,1,1,1806,3,4,3,1
듄,워너브러더스 코리아(주),2021,10,63.0,525.0,SF,12세이상관람가,8.85,6.79,7.82,13,0,521,2,3,2,13
해피 뉴 이어,"(주)씨제이이엔엠,주식회사 티빙",2021,12,832.0,7000.65380859375,멜로/로맨스,12세이상관람가,6.55,4.5,5.525,3,0,1456,3,4,3,3
고스트버스터즈 라이즈,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2021,12,888.0,304.75,어드벤처,12세이상관람가,7.24,5.67,6.455,15,0,313,3,4,2,15
돈 룩 업,씨제이 씨지브이(CJ CGV)(주),2021,12,656.0,180.2142791748047,코미디,15세이상관람가,8.23,7.5,7.865,6,1,189,3,4,1,6
태일이,(주)리틀빅픽쳐스,2021,12,458.0,41329.0859375,애니메이션,전체관람가,8.45,6.4,7.425,0,2,1827,3,4,3,0
이터널스,월트디즈니컴퍼니코리아 유한책임회사,2021,11,63.0,41614.1328125,액션,12세이상관람가,6.42,6.4,6.41,1,0,1829,2,3,3,1
